system	doc	doc_id	seg_id	rater	source	target	category	severity
default	moedict_select	10	0		再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	閣按怎講嘛<v>無法度</v>共伊的想法變予伊好，實在真戇呆閣硬拗。	Terminology/Inappropriate	Minor
default	moedict_select	10	1		再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	閣按怎講嘛無法度共伊的想法變<v>予伊好</v>，實在真戇呆閣硬拗。	Accuracy/Addition	Minor
default	moedict_select	10	2		再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	閣按怎講嘛無法度共伊的想法變予伊好，實在真戇呆閣<v>硬拗</v>。	Accuracy/Mistranslation	Minor
default	moedict_select	11	0		人家俗話說「輸給某人無所謂，別排在最後，在最後一名就太難看了」，我們就得要努力點。	人講「<v>食緊挵破碗</v>」，咱著愛較拍拚咧。	Accuracy/Mistranslation	Major
default	moedict_select	12	0		犯罪的人，要隨時有認罪並接受法律制裁的準備。	犯法的人，愛<v>隨有</v>認毋著閣來受法律的制裁的準備。	Fluency/Grammar	Minor
default	moedict_select	12	1		犯罪的人，要隨時有認罪並接受法律制裁的準備。	犯法的人，愛隨有<v>認毋著</v>閣來受法律的制裁的準備。	Accuracy/Mistranslation	Major
default	moedict_select	12	2		犯罪的人，要隨時有認罪並接受法律制裁的準備。	犯法的人，愛隨有認毋著閣來<v>受法律的制裁的準備</v>。	Style/Awkward	Minor
default	moedict_select	13	0		時機很不好，害我各種行業都做過了也沒輒。	時機真䆀，害我<v>做甲百行</v>無半步。	Style/Awkward	Minor
default	moedict_select	13	1		時機很不好，害我各種行業都做過了也沒輒。	時機真䆀，害我做甲百行<v>無半步</v>。	Accuracy/Mistranslation	Major
default	moedict_select	15	0		家中二妻爭執，因互相謾罵而使得家醜外揚。	厝內二个某咧冤家，因為相罵甲流目屎，予人看笑詼。	no-error	no-error
default	moedict_select	14	0		今天十六號，有很多生意人備牲祭拜土地公和孤魂野鬼。	今仔日十六，有真濟生理人攢<v>牲醴</v>來拜土地公佮孤魂野鬼。	Terminology/Inappropriate	Minor
default	moedict_select	16	0		他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用<v>步數</v>予你跋落空喙，來圖謀私利，你毋通予伊拐去。	Purity	Minor
default	moedict_select	16	1		他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用步數予你<v>跋落空喙</v>，來圖謀私利，你毋通予伊拐去。	Accuracy/Mistranslation	Major
default	moedict_select	16	2		他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用步數予你跋落空喙，來圖謀私利，你毋通予伊<v>拐去</v>。	Terminology/Inappropriate	Minor
default	moedict_select	17	0		天空開始下起間歇性隨風飄的霧雨，應該是颱風快來了。	天頂開始落一寡仔<v>袂定時的</v>毛毛仔雨，應該會緊變做風颱矣。	Terminology/Inappropriate	Minor
default	moedict_select	17	1		天空開始下起間歇性隨風飄的霧雨，應該是颱風快來了。	天頂開始落一寡仔袂定時的<v>毛毛仔雨</v>，應該會緊變做風颱矣。	Accuracy/Mistranslation	Major
default	moedict_select	17	2		天空開始下起間歇性隨風飄的霧雨，應該是颱風快來了。	天頂開始落一寡仔袂定時的毛毛仔雨，應該<v>會緊變做</v>風颱矣。	Accuracy/Mistranslation	Major
default	moedict_select	18	0		賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開<v>就</v>無夠看矣，閣愛納人的交際費，哪有通買厝？	Accuracy/Omission	Minor
default	moedict_select	18	1		賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠<v>看</v>矣，閣愛納人的交際費，哪有通買厝？	Accuracy/Mistranslation	Major
default	moedict_select	18	2		賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠看矣，閣愛<v>納人</v>的交際費，哪有通買厝？	Accuracy/Mistranslation	Major
default	moedict_select	18	3		賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠看矣，閣愛納人的<v>交際費</v>，哪有通買厝？	Purity	Minor
default	moedict_select	18	4		賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠看矣，閣愛納人的交際費，哪<v>有</v>通買厝？	Accuracy/Omission	Major
default	moedict_select	19	0		才第一次見面就讓他請客，你難道不會不好意思嗎？	頭擺相見就予伊請，你敢袂歹勢？	no-error	no-error
default	moedict_select	20	0		以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	<v>古早</v>連芋頭著烏點病，變烏閣臭臊，嘛削絲來食。	Style/Awkward	Minor
default	moedict_select	20	1		以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連<v>芋頭</v>著烏點病，變烏閣臭臊，嘛削絲來食。	Accuracy/Mistranslation	Major
default	moedict_select	20	2		以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連芋頭著<v>烏點病</v>，變烏閣臭臊，嘛削絲來食。	Terminology/Inappropriate	Minor
default	moedict_select	20	3		以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連芋頭著烏點病，變烏閣<v>臭臊</v>，嘛削絲來食。	Style/Awkward	Minor
default	moedict_select	20	4		以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連芋頭著烏點病，變烏閣臭臊，嘛<v>削絲</v>來食。	Purity	Minor
default	moedict_select	21	0		好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就<v>予伊過</v>，歹空的代誌就煞去，拜媽祖婆來排解。	Accuracy/Mistranslation	Major
default	moedict_select	21	1		好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊過，歹空的代誌就煞去，拜<v>媽祖婆</v>來排解。	Accuracy/Mistranslation	Major
default	moedict_select	21	2		好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊過，歹空的代誌就煞去，拜媽祖婆來<v>排解</v>。	Terminology/Inappropriate	Minor
default	moedict_select	22	0		我去清理田邊的水溝，不小心卻掉到爛泥巴中。	我去清田邊的圳溝，無細膩煞跋落去爛塗糜內底。	no-error	no-error
default	moedict_select	23	0		事情這麼多，你不要想把所有的事都承擔下來。	代誌<v>遮</v>濟，你毋通欲共所有的代誌攏擔落來。	Style/Awkward	Minor
default	moedict_select	23	1		事情這麼多，你不要想把所有的事都承擔下來。	代誌遮濟，你毋通<v>欲</v>共所有的代誌攏擔落來。	Accuracy/Omission	Minor
default	moedict_select	23	2		事情這麼多，你不要想把所有的事都承擔下來。	代誌遮濟，你毋通欲<v>共所有的代誌攏擔落來</v>。	Style/Awkward	Minor
default	moedict_select	24	0		夏天配種用的雄性豬隻需要沖水，才不會中暑。	熱天<v>飼精牲仔</v>著愛洗身軀，較袂熱著。	Terminology/Inappropriate	Minor
default	moedict_select	24	1		夏天配種用的雄性豬隻需要沖水，才不會中暑。	熱天飼精牲仔著愛<v>洗身軀</v>，較袂熱著。	Accuracy/Mistranslation	Minor
default	moedict_select	24	2		夏天配種用的雄性豬隻需要沖水，才不會中暑。	熱天飼精牲仔著愛洗身軀，<v>較</v>袂熱著。	Accuracy/Mistranslation	Minor
default	moedict_select	25	0		俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「<v>食好鬥相報</v>，穿好展風神」，穿甲若乞食，人看你無目地。	Accuracy/Mistranslation	Major
default	moedict_select	25	1		俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「食好鬥相報，穿好<v>展風神</v>」，穿甲若乞食，人看你無目地。	Style/Awkward	Minor
default	moedict_select	25	2		俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「食好鬥相報，穿好展風神」，穿甲<v>若乞食</v>，人看你無目地。	Accuracy/Mistranslation	Major
default	moedict_select	25	3		俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「食好鬥相報，穿好展風神」，穿甲若乞食，人看你<v>無目地</v>。	Accuracy/Mistranslation	Major
default	moedict_select	26	0		鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	<v>銅鑼摃鼓聲</v>，紅龜粿𩛩塗豆餡。阿公食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Major
default	moedict_select	26	1		鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿<v>𩛩塗</v>豆餡。阿公食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Minor
default	moedict_select	26	2		鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩塗豆餡。<v>阿公</v>食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Style/Awkward	Minor
default	moedict_select	26	3		鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩塗豆餡。阿公食，<v>阿媽</v>罵。阿公攑扁擔，阿媽喝救命毋敢。	Style/Awkward	Minor
default	moedict_select	26	4		鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩塗豆餡。阿公食，阿媽罵。<v>阿公</v>攑扁擔，阿媽喝救命毋敢。	Style/Awkward	Minor
default	moedict_select	26	5		鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩塗豆餡。阿公食，阿媽罵。阿公攑扁擔，<v>阿媽</v>喝救命毋敢。	Style/Awkward	Minor
default	moedict_select	27	0		在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢<v>趁</v>，囡仔想欲過年」，親像菜蔬、蔥頭各人意，無人相𫝛。	Accuracy/Omission	Minor
default	moedict_select	27	1		在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲<v>過年</v>」，親像菜蔬、蔥頭各人意，無人相𫝛。	Accuracy/Omission	Minor
default	moedict_select	27	2		在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲過年」，親像<v>菜蔬</v>、蔥頭各人意，無人相𫝛。	Purity	Minor
default	moedict_select	27	3		在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲過年」，親像菜蔬、<v>蔥頭</v>各人意，無人相𫝛。	Accuracy/Mistranslation	Major
default	moedict_select	27	4		在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲過年」，親像菜蔬、蔥頭<v>各人意</v>，無人相𫝛。	Style/Awkward	Minor
default	moedict_select	28	0		這瓶香水是比較低級的貨品，不是高等級的貨色。	這罐芳水是較低級的<v>產品</v>，毋是高級貨。	Purity	Minor
default	moedict_select	29	0		他喜歡誣賴別人，白色的布硬要染成黑色的。硬是要抹黑事實。	伊愛共人<v>烏白講</v>，白布硬欲染做烏的。硬拗的事實。	Accuracy/Mistranslation	Major
default	moedict_select	29	1		他喜歡誣賴別人，白色的布硬要染成黑色的。硬是要抹黑事實。	伊愛共人烏白講，白布硬欲染做烏的。<v>硬拗</v>的事實。	Accuracy/Mistranslation	Major
default	moedict_select	29	2		他喜歡誣賴別人，白色的布硬要染成黑色的。硬是要抹黑事實。	伊愛共人烏白講，白布硬欲染做烏的。硬拗<v>的</v>事實。	Purity	Minor
default	moedict_select	30	0		搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	<v>幌來幌去的人</v>無才調，幌來幌去的豬仔毋刣，咱愛較穩重咧，才袂予人看衰。	Style/Awkward	Minor
default	moedict_select	30	1		搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人無<v>才調</v>，幌來幌去的豬仔毋刣，咱愛較穩重咧，才袂予人看衰。	Terminology/Inappropriate	Minor
default	moedict_select	30	2		搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人無才調，<v>幌來幌去的豬仔</v>毋刣，咱愛較穩重咧，才袂予人看衰。	Style/Awkward	Minor
default	moedict_select	30	3		搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人無才調，幌來幌去的豬仔<v>毋</v>刣，咱愛較穩重咧，才袂予人看衰。	Accuracy/Mistranslation	Major
default	moedict_select	30	4		搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人無才調，幌來幌去的豬仔毋刣，咱愛較<v>穩重</v>咧，才袂予人看衰。	Style/Awkward	Minor
default	moedict_select	30	5		搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人無才調，幌來幌去的豬仔毋刣，咱愛較穩重咧，才袂予人<v>看衰</v>。	Terminology/Inappropriate	Minor
default	moedict_select	31	0		過年過節的時候，村莊裡頭請戲班子來演戲的錢都是大家一起分攤的。	<v>年冬節日</v>的時陣，庄頭內面請戲班仔來搬戲的錢攏是逐家相放伴。	Purity	Minor
default	moedict_select	31	1		過年過節的時候，村莊裡頭請戲班子來演戲的錢都是大家一起分攤的。	年冬節日的時陣，庄頭內面請戲班仔來搬戲的錢攏是逐家<v>相放伴</v>。	Accuracy/Mistranslation	Major
default	moedict_select	32	0		懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	<v>懶屍</v>的人做代誌慢吞吞，定定因為伊的拖沙，共規个工課舞甲亂操操。	Purity	Minor
default	moedict_select	32	1		懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌<v>慢吞吞</v>，定定因為伊的拖沙，共規个工課舞甲亂操操。	Purity	Minor
default	moedict_select	32	2		懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌慢吞吞，定定因為伊的<v>拖沙</v>，共規个工課舞甲亂操操。	Accuracy/Mistranslation	Minor
default	moedict_select	32	3		懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌慢吞吞，定定因為伊的拖沙，<v>共</v>規个工課舞甲亂操操。	Accuracy/Omission	Minor
default	moedict_select	32	4		懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌慢吞吞，定定因為伊的拖沙，共規个<v>工課</v>舞甲亂操操。	Accuracy/Mistranslation	Major
default	moedict_select	32	5		懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌慢吞吞，定定因為伊的拖沙，共規个工課<v>舞甲亂操操</v>。	Fluency/Spelling	Minor
default	moedict_select	33	0		我們做兒女的不要讓父母親為我們操心煩惱。	阮做<v>囝兒序細</v>的無通予爸母為咱來掛心。	Style/Awkward	Minor
default	moedict_select	33	1		我們做兒女的不要讓父母親為我們操心煩惱。	阮做囝兒序細的<v>無通</v>予爸母為咱來掛心。	Fluency/Spelling	Minor
default	moedict_select	33	2		我們做兒女的不要讓父母親為我們操心煩惱。	阮做囝兒序細的無通予爸母為<v>咱</v>來掛心。	Fluency/Inconsistency	Minor
default	moedict_select	33	3		我們做兒女的不要讓父母親為我們操心煩惱。	阮做囝兒序細的無通予爸母為咱來<v>掛心</v>。	Accuracy/Omission	Minor
default	moedict_select	34	0		你如果不要在那挑起事端，他們就不會吵架！	你若<v>無愛</v>佇遐激骨仔，𪜶就袂相觸！	Accuracy/Mistranslation	Minor
default	moedict_select	34	1		你如果不要在那挑起事端，他們就不會吵架！	你若無愛佇遐<v>激骨仔</v>，𪜶就袂相觸！	Accuracy/Mistranslation	Major
default	moedict_select	34	2		你如果不要在那挑起事端，他們就不會吵架！	你若無愛佇遐激骨仔，𪜶就袂<v>相觸</v>！	Accuracy/Mistranslation	Major
default	moedict_select	35	0		他的胃不好，比較不喜歡吃油膩葷腥的食物。	伊的胃<v>無</v>好，較無愛食油臊的物件。	Style/Awkward	Minor
default	moedict_select	35	1		他的胃不好，比較不喜歡吃油膩葷腥的食物。	伊的胃無好，較無愛食油臊的<v>物件</v>。	Terminology/Inappropriate	Minor
default	moedict_select	36	0		為人處事若不勤快，一輩子不會有好日子過。	<v>人做</v>代誌若無骨力，一世人也袂好命。	Accuracy/Mistranslation	Minor
default	moedict_select	36	1		為人處事若不勤快，一輩子不會有好日子過。	人做<v>代誌</v>若無骨力，一世人也袂好命。	Terminology/Inappropriate	Minor
default	moedict_select	36	2		為人處事若不勤快，一輩子不會有好日子過。	人做代誌若無骨力，一世人也袂<v>好命</v>。	Accuracy/Mistranslation	Major
default	moedict_select	37	0		一陣春風吹過來，讓人覺得十分的舒服，神清氣爽。	一陣春風吹來，予人感覺<v>真爽快</v>，心肝頭掠坦橫。	Style/Awkward	Minor
default	moedict_select	37	1		一陣春風吹過來，讓人覺得十分的舒服，神清氣爽。	一陣春風吹來，予人感覺真爽快，<v>心肝頭掠坦橫</v>。	Accuracy/Mistranslation	Major
default	moedict_select	38	0		家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若<v>會當加減仔</v>趁一寡外路仔來鬥相添，錢水就較袂遐爾仔焦。	Accuracy/Mistranslation	Minor
default	moedict_select	38	1		家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若會當加減仔<v>趁一寡外路仔</v>來鬥相添，錢水就較袂遐爾仔焦。	Accuracy/Mistranslation	Minor
default	moedict_select	38	2		家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若會當加減仔趁一寡外路仔<v>來鬥相添</v>，錢水就較袂遐爾仔焦。	Style/Awkward	Minor
default	moedict_select	38	3		家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若會當加減仔趁一寡外路仔來鬥相添，<v>錢水</v>就較袂遐爾仔焦。	Accuracy/Mistranslation	Minor
default	moedict_select	38	4		家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若會當加減仔趁一寡外路仔來鬥相添，錢水就較<v>袂遐爾仔焦</v>。	Terminology/Inappropriate	Minor
default	moedict_select	39	0		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去<v>拜祖公</v>，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
