system	doc	doc_id	seg_id	rater	source	target	category	severity
default	moedict_select	12	3	rater1	犯罪的人，要隨時有認罪並接受法律制裁的準備。	犯法的人，愛隨有認毋著閣來受法律<v>的</v>制裁的準備。	Accuracy/Addition	Minor
default	moedict_select	13	0	rater1	時機很不好，害我各種行業都做過了也沒輒。	時機真䆀，害我<v>做甲百行</v>無半步。	Accuracy/Mistranslation	Major
default	moedict_select	13	1	rater1	時機很不好，害我各種行業都做過了也沒輒。	時機真䆀，害我做甲百行<v>無半步</v>。	Accuracy/Mistranslation	Major
default	moedict_select	15	0	rater1	家中二妻爭執，因互相謾罵而使得家醜外揚。	厝內二个某咧冤家，因為相罵甲流目屎，予人看笑詼。	no-error	no-error
default	moedict_select	14	0	rater1	今天十六號，有很多生意人備牲祭拜土地公和孤魂野鬼。	今仔日十六，有真濟生理人攢牲醴來拜土地公佮孤魂野鬼。	no-error	no-error
default	moedict_select	16	0	rater1	他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用步數予你跋落<v>空喙</v>，來圖謀私利，你毋通予伊拐去。	Accuracy/Mistranslation	Major
default	moedict_select	16	1	rater1	他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用步數予你跋落空喙，來<v>圖謀</v>私利，你毋通予伊拐去。	Fluency/Register	Minor
default	moedict_select	16	2	rater1	他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用<v>步數</v>予你跋落空喙，來圖謀私利，你毋通予伊拐去。	Fluency/Register	Minor
default	moedict_select	16	3	rater1	他要用騙術讓你落入圈套，以謀取利益，你別被他騙了。	伊欲用步數予你跋落空喙，來圖謀<v>私利</v>，你毋通予伊拐去。	Fluency/Register	Minor
default	moedict_select	17	0	rater1	天空開始下起間歇性隨風飄的霧雨，應該是颱風快來了。	天頂開始落<v>一寡仔袂定時的毛毛仔雨</v>，應該會緊變做風颱矣。	Locale/Other	Minor
default	moedict_select	17	1	rater1	天空開始下起間歇性隨風飄的霧雨，應該是颱風快來了。	天頂開始落一寡仔袂定時的毛毛仔雨，應該<v>會緊變做風颱矣</v>。	Fluency/Grammar	Major
default	moedict_select	18	0	rater1	賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠<v>看</v>矣，閣愛納人的交際費，哪有通買厝？	Accuracy/Mistranslation	Major
default	moedict_select	18	1	rater1	賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠看矣，閣愛<v>納人的交際費</v>，哪有通買厝？	Purity/None	Minor
default	moedict_select	18	2	rater1	賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。	趁的錢開就無夠看矣，閣愛納人的交際費，哪有<v>通</v>買厝？	Accuracy/Omission	Minor
default	moedict_select	19	0	rater1	才第一次見面就讓他請客，你難道不會不好意思嗎？	<v>頭擺相見</v>就予伊請，你敢袂歹勢？	Purity/None	Minor
default	moedict_select	20	0	rater1	以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	<v>古早</v>連芋頭著烏點病，變烏閣臭臊，嘛削絲來食。	Fluency/Register	Minor
default	moedict_select	20	1	rater1	以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連<v>芋頭</v>著烏點病，變烏閣臭臊，嘛削絲來食。	Accuracy/Mistranslation	Major
default	moedict_select	20	2	rater1	以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連芋頭著<v>烏點病</v>，變烏閣臭臊，嘛削絲來食。	Accuracy/Mistranslation	Major
default	moedict_select	20	3	rater1	以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連芋頭著烏點病，變烏閣<v>臭臊</v>，嘛削絲來食。	Accuracy/Mistranslation	Major
default	moedict_select	20	4	rater1	以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。	古早連芋頭著烏點病，變烏閣臭臊，嘛<v>削絲</v>來食。	Purity/None	Major
default	moedict_select	21	0	rater1	好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	<v>好空的</v>代誌就予伊過，歹空的代誌就煞去，拜媽祖婆來排解。	Fluency/Register	Minor
default	moedict_select	21	1	rater1	好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊<v>過</v>，歹空的代誌就煞去，拜媽祖婆來排解。	Accuracy/Mistranslation	Major
default	moedict_select	21	2	rater1	好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊過，<v>歹空的</v>代誌就煞去，拜媽祖婆來排解。	Fluency/Register	Minor
default	moedict_select	21	3	rater1	好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊過，歹空的代誌就<v>煞去</v>，拜媽祖婆來排解。	Accuracy/Mistranslation	Major
default	moedict_select	21	4	rater1	好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊過，歹空的代誌就煞去，<v>拜媽祖婆</v>來排解。	Accuracy/Mistranslation	Major
default	moedict_select	21	5	rater1	好事情就讓它來，壞事情就終結它，請觀世音菩薩來擺平。	好空的代誌就予伊過，歹空的代誌就煞去，拜媽祖婆來<v>排解</v>。	Fluency/Register	Minor
default	moedict_select	22	0	rater1	我去清理田邊的水溝，不小心卻掉到爛泥巴中。	我去清田邊的<v>圳溝</v>，無細膩煞跋落去爛塗糜內底。	Accuracy/Mistranslation	Major
default	moedict_select	23	0	rater1	事情這麼多，你不要想把所有的事都承擔下來。	代誌遮濟，你毋通欲共所有的代誌攏擔落來。	no-error	no-error
default	moedict_select	24	0	rater1	夏天配種用的雄性豬隻需要沖水，才不會中暑。	熱天<v>飼精牲仔</v>著愛洗身軀，較袂熱著。	Accuracy/Mistranslation	Major
default	moedict_select	24	1	rater1	夏天配種用的雄性豬隻需要沖水，才不會中暑。	熱天飼精牲仔著愛<v>洗身軀</v>，較袂熱著。	Accuracy/Mistranslation	Major
default	moedict_select	24	2	rater1	夏天配種用的雄性豬隻需要沖水，才不會中暑。	熱天飼精牲仔著愛洗身軀，<v>較</v>袂熱著。	Accuracy/Mistranslation	Minor
default	moedict_select	25	0	rater1	俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「食好<v>鬥相報</v>，穿好展風神」，穿甲若乞食，人看你無目地。	Accuracy/Mistranslation	Major
default	moedict_select	25	1	rater1	俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「食好鬥相報，穿好<v>展風神</v>」，穿甲若乞食，人看你無目地。	Accuracy/Mistranslation	Major
default	moedict_select	25	2	rater1	俗話說：「吃得好，自然臉色紅潤；穿得好，自然外表體面」，穿著打扮如果太隨便，人家看不上眼。	俗語講：「食好鬥相報，穿好展風神」，穿甲若<v>乞食</v>，人看你無目地。	Accuracy/Mistranslation	Major
default	moedict_select	26	0	rater1	鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	<v>銅鑼摃鼓</v>聲，紅龜粿𩛩塗豆餡。阿公食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Major
default	moedict_select	26	1	rater1	鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿<v>𩛩</v>塗豆餡。阿公食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Major
default	moedict_select	26	2	rater1	鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩<v>塗豆</v>餡。阿公食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Major
default	moedict_select	26	3	rater1	鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩塗豆餡。<v>阿公</v>食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Major
default	moedict_select	26	4	rater1	鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓聲，紅龜粿𩛩塗豆餡。阿公食，<v>阿媽</v>罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Mistranslation	Major
default	moedict_select	26	5	rater1	鐃鈸叮噹響，紅龜粿包豆沙餡。老公公吃，老婆婆罵。老公公舉起扁擔，老婆婆喊救命不敢。	銅鑼摃鼓<v>聲</v>，紅龜粿𩛩塗豆餡。阿公食，阿媽罵。阿公攑扁擔，阿媽喝救命毋敢。	Accuracy/Omission	Minor
default	moedict_select	27	0	rater1	在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲過年」，親像<v>菜蔬</v>、蔥頭各人意，無人相𫝛。	Fluency/Register	Minor
default	moedict_select	27	1	rater1	在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲過年」，親像菜蔬、<v>蔥頭</v>各人意，無人相𫝛。	Accuracy/Mistranslation	Major
default	moedict_select	27	2	rater1	在這個世上每個人所喜愛的絕對不一樣，縱使是同一家人，「大人喜歡的是尋找賺錢的機會，小孩子渴望的是過年快點到來」，就像青菜、蘿蔔各有所好，人人不相同。	佇世間逐个人佮意的攏無仝款，就算是仝一家口仔，「大人愛揣錢趁，囡仔想欲過年」，親像菜蔬、蔥頭<v>各人意</v>，無人相𫝛。	Purity/None	Major
default	moedict_select	28	0	rater1	這瓶香水是比較低級的貨品，不是高等級的貨色。	這罐芳水是較低級的<v>產品</v>，毋是高級貨。	Fluency/Register	Minor
default	moedict_select	29	0	rater1	他喜歡誣賴別人，白色的布硬要染成黑色的。硬是要抹黑事實。	伊愛共人<v>烏白講</v>，白布硬欲染做烏的。硬拗的事實。	Accuracy/Mistranslation	Major
default	moedict_select	29	1	rater1	他喜歡誣賴別人，白色的布硬要染成黑色的。硬是要抹黑事實。	伊愛共人烏白講，白布硬欲染做烏的。硬<v>拗的</v>事實。	Accuracy/Mistranslation	Major
default	moedict_select	29	2	rater1	他喜歡誣賴別人，白色的布硬要染成黑色的。硬是要抹黑事實。	伊愛共人烏白講，白布硬欲染做烏的。硬拗的<v>事實</v>。	Accuracy/Omission	Minor
default	moedict_select	30	0	rater1	搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	<v>幌來幌去</v>的人無才調，幌來幌去的豬仔毋刣，咱愛較穩重咧，才袂予人看衰。	Accuracy/Omission	Minor
default	moedict_select	30	1	rater1	搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人<v>無才調</v>，幌來幌去的豬仔毋刣，咱愛較穩重咧，才袂予人看衰。	Fluency/Register	Minor
default	moedict_select	30	2	rater1	搖來晃去的人沒有才幹，搖搖晃晃的豬，就不屠宰」，我們要穩重一點，才不會被別人瞧不起。	幌來幌去的人無才調，幌來幌去的豬仔毋刣，咱愛較穩重咧，才袂予人<v>看衰</v>。	Fluency/Register	Minor
default	moedict_select	31	0	rater1	過年過節的時候，村莊裡頭請戲班子來演戲的錢都是大家一起分攤的。	<v>年冬節日</v>的時陣，庄頭內面請戲班仔來搬戲的錢攏是逐家相放伴。	Accuracy/Mistranslation	Minor
default	moedict_select	31	1	rater1	過年過節的時候，村莊裡頭請戲班子來演戲的錢都是大家一起分攤的。	年冬節日的時陣，庄頭內面請戲班仔來搬戲的錢攏是逐家<v>相放伴</v>。	Accuracy/Mistranslation	Major
default	moedict_select	32	0	rater1	懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	<v>懶屍</v>的人做代誌慢吞吞，定定因為伊的拖沙，共規个工課舞甲亂操操。	Fluency/Register	Minor
default	moedict_select	32	1	rater1	懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌<v>慢吞吞</v>，定定因為伊的拖沙，共規个工課舞甲亂操操。	Accuracy/Mistranslation	Minor
default	moedict_select	32	2	rater1	懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌慢吞吞，定定因為伊的<v>拖沙</v>，共規个工課舞甲亂操操。	Fluency/Register	Minor
default	moedict_select	32	3	rater1	懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。	懶屍的人做代誌慢吞吞，定定因為伊的拖沙，<v>共規个工課舞甲亂操操</v>。	Accuracy/Other	Minor
default	moedict_select	33	0	rater1	我們做兒女的不要讓父母親為我們操心煩惱。	阮做囝兒序細的<v>無通</v>予爸母為咱來掛心。	Accuracy/Mistranslation	Major
default	moedict_select	33	1	rater1	我們做兒女的不要讓父母親為我們操心煩惱。	阮做囝兒序細的無通予爸母為咱來<v>掛心</v>。	Accuracy/Other	Minor
default	moedict_select	34	0	rater1	你如果不要在那挑起事端，他們就不會吵架！	你若<v>無愛</v>佇遐激骨仔，𪜶就袂相觸！	Accuracy/Mistranslation	Major
default	moedict_select	34	1	rater1	你如果不要在那挑起事端，他們就不會吵架！	你若無愛佇遐<v>激骨仔</v>，𪜶就袂相觸！	Accuracy/Mistranslation	Major
default	moedict_select	34	2	rater1	你如果不要在那挑起事端，他們就不會吵架！	你若無愛佇遐激骨仔，𪜶就袂<v>相觸</v>！	Fluency/Register	Minor
default	moedict_select	35	0	rater1	他的胃不好，比較不喜歡吃油膩葷腥的食物。	伊的胃無好，較無愛食油臊的物件。	no-error	no-error
default	moedict_select	36	0	rater1	為人處事若不勤快，一輩子不會有好日子過。	<v>人做代誌</v>若無骨力，一世人也袂好命。	Fluency/Register	Minor
default	moedict_select	37	0	rater1	一陣春風吹過來，讓人覺得十分的舒服，神清氣爽。	一陣春風吹來，予人感覺真爽快，<v>心肝頭</v>掠坦橫。	Accuracy/Addition	Minor
default	moedict_select	37	1	rater1	一陣春風吹過來，讓人覺得十分的舒服，神清氣爽。	一陣春風吹來，予人感覺真爽快，心肝頭<v>掠坦橫</v>。	Accuracy/Mistranslation	Major
default	moedict_select	38	0	rater1	家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若<v>會當加減仔趁一寡外路仔</v>來鬥相添，錢水就較袂遐爾仔焦。	Accuracy/Mistranslation	Major
default	moedict_select	38	1	rater1	家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若會當加減仔趁一寡外路仔來鬥相添，<v>錢水</v>就較袂遐爾仔焦。	Fluency/Register	Minor
default	moedict_select	38	2	rater1	家裡若有其他可靠的收入來摻合著用，錢的用度就會比較有餘裕。	厝內若會當加減仔趁一寡外路仔來鬥相添，錢水<v>就較袂遐爾仔焦</v>。	Fluency/Register	Minor
default	moedict_select	39	0	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去<v>拜祖公</v>，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Fluency/Register	Minor
default	moedict_select	39	1	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧<v>卸世家</v>。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
default	moedict_select	39	2	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能<v>無厝通好轉</v>、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
default	moedict_select	39	3	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是<v>孤單一个</v>。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Addition	Minor
default	moedict_select	39	4	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的<v>所在</v>離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Omission	Minor
default	moedict_select	39	5	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離<v>爸母</v>較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Omission	Minor
default	moedict_select	39	6	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著<v>逐年</v>過年過節攏愛轉來。	Accuracy/Addition	Minor
default	moedict_select	39	7	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉<v>來</v>。	Accuracy/Mistranslation	Major
default	moedict_select	39	8	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「<v>清明毋轉去拜祖公，是咧卸世家。</v>」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Purity/None	Minor
default	moedict_select	40	0	rater1	等到鍋子的溫度夠熱了之後，再把油放下去炒。	<v>鼎熱</v>才落油來煎。	Accuracy/Omission	Minor
default	moedict_select	40	1	rater1	等到鍋子的溫度夠熱了之後，再把油放下去炒。	鼎熱才<v>落</v>油來煎。	Accuracy/Mistranslation	Major
default	moedict_select	40	2	rater1	等到鍋子的溫度夠熱了之後，再把油放下去炒。	鼎熱才落油來<v>煎</v>。	Accuracy/Mistranslation	Major
default	moedict_select	41	0	rater1	沒有月光的夜晚走路，有人相陪作伴，膽子就比較大。	無月娘的暗暝行路，有人做伴，心肝頭較袂驚惶。	no-error	no-error
default	moedict_select	42	0	rater1	這個孩子才四個月大而已，骨骼就發育得很硬朗，很容易抱。	這个囡仔四月日爾爾，骨格生做真勇，誠好抱。	no-error	no-error
default	moedict_select	43	0	rater1	我的孫子很喜歡糕粿類的食品，甜的、鹹的他都喜歡。	阮孫仔足愛食粿類的物件，甜的、鹹的攏愛食。	no-error	no-error
default	moedict_select	44	0	rater1	賣這個賣一個賺一個，成本二十五元賣五十元。	賣這个賣一个趁一个，本錢<v>二十五箍</v>賣五十箍。	Fluency/Register	Minor
default	moedict_select	44	1	rater1	賣這個賣一個賺一個，成本二十五元賣五十元。	賣這个賣一个趁一个，本錢二十五箍賣<v>五十箍</v>。	Fluency/Register	Minor
default	moedict_select	45	0	rater1	你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「<v>一粒米百粒汗</v>」、「食飯皇帝大」是毋？只要肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛靠別人過日矣。	Accuracy/Mistranslation	Major
default	moedict_select	45	1	rater1	你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「<v>食飯皇帝大</v>」是毋？只要肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛靠別人過日矣。	Accuracy/Mistranslation	Major
default	moedict_select	45	2	rater1	你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「食飯皇帝大」是毋？只要肯做就免驚無物件通食，上驚的是想欲食<v>毋</v>做工課趁錢，可能著愛靠別人過日矣。	Accuracy/Omission	Major
default	moedict_select	46	0	rater1	那個被神明附身的乩童，在神明離開後，全身都無力了。	彼个<v>予神明附身過的乩童，神明走了後</v>，規身軀攏無氣力矣。	Purity/None	Minor
default	moedict_select	47	0	rater1	你明天去找看看，有沒有泥水匠可以來修補漏水的地方？	你明仔載去揣看有塗水師會當來<v>共阮厝頂的破空𫝏予伊好</v>無？	Accuracy/Addition	Minor
default	moedict_select	48	0	rater1	你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你<v>是</v>一个查某囡仔人，著愛留寡媠氣予後日仔通好探聽。	Fluency/Grammar	Minor
