system	doc	doc_id	seg_id	rater	source	target	category	severity
default	moedict_select	39	1	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧<v>卸世家</v>。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
default	moedict_select	39	2	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能<v>無厝通好轉</v>、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
default	moedict_select	39	3	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是<v>孤單一个</v>。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Addition	Minor
default	moedict_select	39	4	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的<v>所在</v>離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Omission	Minor
default	moedict_select	39	5	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離<v>爸母</v>較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Omission	Minor
default	moedict_select	39	6	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著<v>逐年</v>過年過節攏愛轉來。	Accuracy/Addition	Minor
default	moedict_select	39	7	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉<v>來</v>。	Accuracy/Mistranslation	Major
default	moedict_select	39	8	rater1	俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「<v>清明毋轉去拜祖公，是咧卸世家。</v>」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Purity/None	Minor
default	moedict_select	42	0	rater1	這個孩子才四個月大而已，骨骼就發育得很硬朗，很容易抱。	這个囡仔四月日爾爾，骨格生做真勇，誠好抱。	no-error	no-error
default	moedict_select	47	0	rater1	你明天去找看看，有沒有泥水匠可以來修補漏水的地方？	你明仔載去揣看有塗水師會當來<v>共阮厝頂的破空𫝏予伊好</v>無？	Accuracy/Addition	Minor
default	moedict_select	52	0	rater1	事情若交給那個會帶來厄運的人做，一定會很淒慘。	代誌若交予彼个會<v>𤆬衰</v>的人做，一定會真悽慘。	Accuracy/Other	Minor
default	moedict_select	52	1	rater1	事情若交給那個會帶來厄運的人做，一定會很淒慘。	代誌若交予彼个會𤆬衰的人做，<v>一定</v>會真悽慘。	Other/None	Minor
default	moedict_select	6	0	rater1	早晨出現紅霞，就會下雨；黃昏出現紅霞，烈日當空。	早起時<v>看著</v>紅霞，落雨矣；暗頭仔看著紅霞，火燒埔。	Accuracy/Addition	Minor
default	moedict_select	6	1	rater1	早晨出現紅霞，就會下雨；黃昏出現紅霞，烈日當空。	早起時看著紅霞，<v>落雨矣</v>；暗頭仔看著紅霞，火燒埔。	Fluency/Grammar	Major
default	moedict_select	6	2	rater1	早晨出現紅霞，就會下雨；黃昏出現紅霞，烈日當空。	早起時看著紅霞，落雨矣；暗頭仔看著紅霞，<v>火燒埔</v>。	Fluency/Register	Minor
default	moedict_select	65	0	rater1	你們兩個不要再用言語相激了，不然，等一下又要吵起來了。	恁兩个毋通閣<v>講甲喙角全波</v>矣，若無，等咧欲閣冤起來矣。	Accuracy/Mistranslation	Major
default	moedict_select	65	1	rater1	你們兩個不要再用言語相激了，不然，等一下又要吵起來了。	恁兩个毋通閣講甲喙角全波矣，若無，等咧欲閣<v>冤起來</v>矣。	Purity/None	Minor
default	moedict_select	66	0	rater1	從我家裡到公司，走路只要一眨眼的時間就可以到了。	對阮兜來去公司行路<v>干焦目睭眨幾下仔爾爾</v>就到矣。	Style/Other	Minor
default	moedict_select	70	0	rater1	那次讓你僥倖避開了，這次你必須按規矩行事。	彼擺予你<v>僥倖</v>閃過，這擺你著照步來。	Purity/	Major
default	moedict_select	71	0	rater1	你要把事情發生的原委詳實的講出來讓我知道。	你愛共代誌的因由詳細仔講予我知影。	no-error	no-error
default	moedict_select	72	0	rater1	他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊<v>忠厚閣不時笑微微</v>，鬥陣愈久愈有人緣，予人看著愈佮意。	Fluency/Other	Minor
default	moedict_select	72	1	rater1	他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊忠厚閣不時笑微微，<v>鬥陣愈久愈有人緣，予人看著愈佮意</v>。	Fluency/Other	Minor
default	moedict_select	88	0	rater1	以前的人最痛恨人家當小偷，因為「雖然只偷一回，但是世世代代都是小偷的族類」，偷別人的東西是會讓無辜的後代子孫蒙羞。	較早人<v>上驚</v>人做賊仔，因為「雖罔一擺偷提，後日囝孫攏會做賊仔」，偷人的物件是會予後代的囝孫見笑。	Accuracy/Mistranslation	Major
default	moedict_select	88	1	rater1	以前的人最痛恨人家當小偷，因為「雖然只偷一回，但是世世代代都是小偷的族類」，偷別人的東西是會讓無辜的後代子孫蒙羞。	較早人上驚人做賊仔，因為「<v>雖罔一擺偷提，後日囝孫攏會做賊仔</v>」，偷人的物件是會予後代的囝孫見笑。	Locale/Other	Minor
default	moedict_select	88	2	rater1	以前的人最痛恨人家當小偷，因為「雖然只偷一回，但是世世代代都是小偷的族類」，偷別人的東西是會讓無辜的後代子孫蒙羞。	較早人上驚人做賊仔，因為「雖罔一擺偷提，後日囝孫攏會做賊仔」，偷人的物件是會<v>予後代的囝孫見笑</v>。	Locale/Other	Minor
default	moedict_select	94	0	rater1	突然來了一陣午後雷陣雨，大伙兒一下子無處可逃。	雄雄<v>落來</v>一陣西北雨，逐家攏走無路。	Fluency/Grammar	Minor
default	moedict_select	94	1	rater1	突然來了一陣午後雷陣雨，大伙兒一下子無處可逃。	雄雄落來一陣西北雨，逐家<v>攏</v>走無路。	Accuracy/Omission	Minor
default	moedict_select	95	0	rater1	他的親戚裡頭有一個當大官的，說話都會將別人壓得死死的。	伊的親情內底有一个做大官的，講話攏共人<v>㧣甲仆街</v>。	Purity/None	Major
default	moedict_select	95	1	rater1	他的親戚裡頭有一個當大官的，說話都會將別人壓得死死的。	伊的親情內底有一个<v>做大官的</v>，講話攏共人㧣甲仆街。	Locale/Other	Minor
